Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,IncomeGroup,SpecialNotes,TableName,Unnamed: 5
Singapore,SGP,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,,693.0,1281.0,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Singapore,
Solomon Islands,SLB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10613.0,9250.0,9208.0,,,,,,,,,,15519.0,3353.0,5218.0,10860.0,,,16916.0,East Asia & Pacific,Lower middle income,,Solomon Islands,
Sierra Leone,SLE,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,158032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43823.0,41726.0,,,18819.0,,,,,,,,,Sub-Saharan Africa,Low income,,Sierra Leone,
El Salvador,SLV,"Children out of school, primary, male",SE.PRM.UNER.MA,104283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,114072.0,,47233.0,41326.0,30590.0,25355.0,,,,,,,,,,,28552.0,30537.0,33721.0,47469.0,44740.0,54368.0,56350.0,59690.0,59341.0,53478.0,Latin America & Caribbean,Upper middle income,,El Salvador,
San Marino,SMR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,26.0,16.0,17.0,,,29.0,17.0,32.0,,,,,,,,,,20.0,25.0,,,38.0,,,,,,,,71.0,77.0,,,62.0,,,,,,,53.0,53.0,59.0,59.0,60.0,Europe & Central Asia,High income,,San Marino,
Somalia,SOM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,275562.0,287373.0,302967.0,336642.0,383179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1977-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Somalia,
Serbia,SRB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148.0,6241.0,9691.0,5134.0,5093.0,4552.0,,,683.0,955.0,2059.0,2268.0,3276.0,5402.0,2333.0,,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia,
South Sudan,SSD,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408730.0,,,,524456.0,,,,,,,,,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",South Sudan,
Sao Tome and Principe,STP,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,170.0,46.0,,,,68.0,,,,,,,,,,,2423.0,,,557.0,551.0,396.0,270.0,,1210.0,1126.0,1241.0,1160.0,791.0,1063.0,1320.0,1303.0,1314.0,,438.0,780.0,8987.0,,786.0,,,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe,
Suriname,SUR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,1839.0,1010.0,,,,,,,1761.0,,3147.0,3224.0,2053.0,,,,,,,,,,,,,,,,4272.0,4299.0,5426.0,4385.0,4140.0,4974.0,5865.0,5710.0,5849.0,6201.0,5404.0,5014.0,6176.0,5893.0,5159.0,4763.0,6332.0,,5307.0,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Suriname,
Slovak Republic,SVK,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.0,2663.0,2776.0,2969.0,3309.0,3992.0,3675.0,4261.0,4926.0,5221.0,5887.0,6238.0,6585.0,7318.0,7288.0,7998.0,7090.0,8631.0,7397.0,6024.0,5183.0,3503.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic,
Slovenia,SVN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,2167.0,1630.0,1571.0,705.0,809.0,1540.0,1021.0,1251.0,1098.0,1464.0,861.0,769.0,1556.0,1292.0,1200.0,1198.0,1254.0,1193.0,1206.0,1160.0,1042.0,1476.0,1393.0,1044.0,897.0,679.0,1071.0,833.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia,
Sweden,SWE,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,15029.0,,,,,,6100.0,,,,,3927.0,3807.0,3294.0,2089.0,1632.0,,,,,,,,,,892.0,213.0,,,,,,,445.0,1538.0,6498.0,1101.0,2725.0,4211.0,2629.0,1184.0,,1524.0,2665.0,2524.0,1913.0,2172.0,,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,
Eswatini,SWZ,"Children out of school, primary, male",SE.PRM.UNER.MA,19550.0,19993.0,19435.0,18350.0,18419.0,17813.0,17828.0,17591.0,18165.0,18394.0,,17016.0,17357.0,19458.0,19792.0,19657.0,21681.0,22474.0,23284.0,25116.0,24116.0,24796.0,24751.0,26617.0,26925.0,25354.0,28106.0,,,,,,,,,,,,,16078.0,9751.0,2902.0,8471.0,11874.0,9986.0,10122.0,9525.0,11518.0,9630.0,9089.0,,,,,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Eswatini,
Seychelles,SYC,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,857.0,,,,,,,,,,,,,,214.0,,175.0,131.0,,,,,,41.0,,,,,,,,,,,,,,,,,,,,105.0,115.0,Sub-Saharan Africa,High income,,Seychelles,
Syrian Arab Republic,SYR,"Children out of school, primary, male",SE.PRM.UNER.MA,,60089.0,,18437.0,9453.0,12109.0,10067.0,20853.0,43380.0,53811.0,60339.0,66220.0,71913.0,69877.0,57457.0,48662.0,38283.0,7579.0,6623.0,1783.0,728.0,,,,,,1930.0,12561.0,,,,,,,,,,,,,,,,426247.0,,,,,,,555243.0,534818.0,436379.0,333602.0,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2023. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Syrian Arab Republic,
Turks and Caicos Islands,TCA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,115.0,58.0,,58.0,225.0,157.0,115.0,,,,,,,,,113.0,48.0,,,,,,,,,Latin America & Caribbean,High income,,Turks and Caicos Islands,
Chad,TCD,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,208299.0,,219569.0,,,,,,,,,,,242079.0,,,,,,,,,281861.0,258896.0,269717.0,280428.0,285275.0,260733.0,260258.0,,,,,,,,306910.0,,128093.0,,147226.0,249834.0,339169.0,274778.0,299709.0,,289316.0,300130.0,283729.0,Sub-Saharan Africa,Low income,,Chad,
Togo,TGO,"Children out of school, primary, male",SE.PRM.UNER.MA,,60386.0,62361.0,,,,,,38446.0,38548.0,40535.0,,52110.0,64713.0,84555.0,93060.0,110840.0,79446.0,80836.0,81415.0,81426.0,76782.0,,,75136.0,51106.0,25787.0,42581.0,,,,16049.0,1093.0,18840.0,10247.0,17160.0,6427.0,31107.0,28066.0,,,,,,28901.0,19922.0,36455.0,37505.0,31382.0,30848.0,3500.0,,,,Sub-Saharan Africa,Low income,,Togo,
Thailand,THA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,850115.0,854717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61492.0,94379.0,150230.0,212477.0,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,Thailand,
Tajikistan,TJK,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338.0,9114.0,20232.0,26797.0,30163.0,32192.0,28930.0,23612.0,13241.0,,,,,,,Europe & Central Asia,Lower middle income,,Tajikistan,
Timor-Leste,TLS,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11301.0,7257.0,6683.0,4697.0,7355.0,7802.0,9267.0,9504.0,9613.0,7305.0,7937.0,8625.0,7842.0,,,,East Asia & Pacific,Lower middle income,,Timor-Leste,
Tonga,TON,"Children out of school, primary, male",SE.PRM.UNER.MA,855.0,616.0,206.0,,1018.0,621.0,,,261.0,,,,989.0,2017.0,850.0,1046.0,943.0,,,,1014.0,,,958.0,,,,,879.0,507.0,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Tonga,
Trinidad and Tobago,TTO,"Children out of school, primary, male",SE.PRM.UNER.MA,,9300.0,8366.0,8126.0,7782.0,7106.0,5421.0,5518.0,8922.0,13778.0,16353.0,12641.0,10995.0,12159.0,12645.0,13007.0,15776.0,14988.0,15033.0,15883.0,17984.0,15674.0,14951.0,15272.0,,,13648.0,13904.0,,4235.0,2417.0,2697.0,7107.0,5932.0,4533.0,6853.0,,2520.0,7080.0,6100.0,6323.0,,,,,,,,,,,,,24457.0,Latin America & Caribbean,High income,,Trinidad and Tobago,
Tunisia,TUN,"Children out of school, primary, male",SE.PRM.UNER.MA,,34265.0,,,,58120.0,,,68692.0,67086.0,60403.0,60442.0,60278.0,55189.0,49841.0,52813.0,49051.0,42557.0,41367.0,37465.0,42780.0,39641.0,41304.0,41653.0,42631.0,41167.0,44080.0,48733.0,,45227.0,41184.0,37808.0,26158.0,24150.0,23845.0,31018.0,25944.0,24438.0,18483.0,14678.0,10249.0,13349.0,,,,,,,,,,10448.0,13923.0,15078.0,Middle East & North Africa,Lower middle income,,Tunisia,
Turkiye,TUR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,483962.0,,,,,,,,,,,,,,,,,,,,188607.0,237640.0,,249479.0,,,,,,,,,,,,,,,,,8934.0,37939.0,52329.0,23713.0,,,,,,,Europe & Central Asia,Upper middle income,,Türkiye,
Tuvalu,TUV,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,84.0,,19.0,,East Asia & Pacific,Upper middle income,,Tuvalu,
Tanzania,TZA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,584073.0,723118.0,795519.0,,1011096.0,1094518.0,1159425.0,1240857.0,1258977.0,1292295.0,1320948.0,1325318.0,1357327.0,1478573.0,1575089.0,1579683.0,1510495.0,1560982.0,1565703.0,1489264.0,1352399.0,837346.0,540779.0,401933.0,251915.0,71470.0,,41804.0,,320727.0,400027.0,566635.0,751908.0,897932.0,1061546.0,1217677.0,1339565.0,1149754.0,1034707.0,990968.0,986684.0,1056194.0,1170814.0,Sub-Saharan Africa,Lower middle income,,Tanzania,
Uganda,UGA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,807615.0,,800186.0,805590.0,,,,626989.0,,,,,,,,,,,,,,,,,,,,,,,222522.0,350687.0,242280.0,251048.0,205179.0,267980.0,561417.0,509502.0,529892.0,,,,,,,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 	

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Uganda,
Ukraine,UKR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16408.0,81786.0,76081.0,67742.0,64771.0,61051.0,62053.0,66280.0,67189.0,75107.0,87905.0,98199.0,108651.0,149916.0,157214.0,161828.0,167700.0,161934.0,160632.0,155113.0,,,Europe & Central Asia,Upper middle income,,Ukraine,
Upper middle income,UMC,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924000.0,4825000.0,4707000.0,4722000.0,5386000.0,5103000.0,4741000.0,4421000.0,4070000.0,3729000.0,3651000.0,3524000.0,3483000.0,3498000.0,3576000.0,3677000.0,3786000.0,3927000.0,4090000.0,4292000.0,4547000.0,4826000.0,5043000.0,5254000.0,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2023 Atlas GNI per capita was between $4,516 and $14,005.",Upper middle income,
Uruguay,URY,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,23391.0,,,,,,,12299.0,9604.0,9110.0,10538.0,10656.0,11527.0,10299.0,,,,,,,,297.0,3807.0,8198.0,5274.0,4194.0,2935.0,1686.0,1926.0,502.0,6874.0,820.0,,,,,,,,,Latin America & Caribbean,High income,,Uruguay,
United States,USA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104076.0,,,,,,,,334205.0,,214356.0,36772.0,,64864.0,123016.0,245238.0,500796.0,517634.0,,North America,High income,,United States,
Uzbekistan,UZB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59128.0,29543.0,22035.0,37810.0,47927.0,45910.0,45657.0,25252.0,21481.0,14788.0,17502.0,,19827.0,19533.0,24515.0,54815.0,69541.0,Europe & Central Asia,Lower middle income,,Uzbekistan,
St. Vincent and the Grenadines,VCT,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,1044.0,,963.0,,,,,,,,405.0,,,,,,361.0,,347.0,479.0,456.0,488.0,,57.0,,,,,,,,,,,,,,,,,Latin America & Caribbean,Upper middle income,,St. Vincent and the Grenadines,
"Venezuela, RB",VEN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209448.0,171511.0,140955.0,80894.0,110769.0,107936.0,124302.0,123311.0,101196.0,142831.0,114868.0,105874.0,104884.0,84612.0,93674.0,127109.0,134163.0,185780.0,225682.0,,,,,,,Latin America & Caribbean,,,"Venezuela, RB",
British Virgin Islands,VGB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,131.0,113.0,53.0,,,,,12.0,,,,,,,,,,189.0,,,,,105.0,136.0,,,,,,29.0,,,,,,161.0,,,,,,Latin America & Caribbean,High income,,British Virgin Islands,
Vanuatu,VUT,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,1564.0,,,,,,,,3305.0,,,,,,,,,,1825.0,1501.0,1374.0,1238.0,1284.0,1505.0,735.0,,,,,,,,,,1088.0,,,,1415.0,1938.0,1280.0,2182.0,2436.0,East Asia & Pacific,Lower middle income,,Vanuatu,
Samoa,WSM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,986.0,,,,1394.0,1689.0,1192.0,557.0,,,,,,1201.0,,838.0,283.0,776.0,975.0,,294.0,,,,,426.0,997.0,,,627.0,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa,
"Yemen, Rep.",YEM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613520.0,,,,421228.0,379953.0,372391.0,,,459937.0,,366720.0,,334422.0,344773.0,,,474511.0,,,,,,,,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1990-2019. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Yemen, Rep.",
South Africa,ZAF,"Children out of school, primary, male",SE.PRM.UNER.MA,677546.0,,,,,,,,,,,,,,,,,,,,,557475.0,,,738758.0,796191.0,,,852226.0,851435.0,891009.0,834572.0,756314.0,668040.0,591426.0,533465.0,,,,,,,,,,,,250667.0,354967.0,377824.0,443577.0,464406.0,524454.0,,Sub-Saharan Africa,Upper middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,South Africa,
Zambia,ZMB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,77473.0,,,,84105.0,89771.0,101368.0,109375.0,113386.0,115876.0,117855.0,108686.0,101665.0,,97287.0,,114369.0,,,,,,187890.0,212521.0,,,258612.0,277712.0,291914.0,306425.0,282085.0,,163318.0,80186.0,109881.0,67889.0,,108375.0,144129.0,94841.0,83777.0,122756.0,,,,255352.0,,,,,,,Sub-Saharan Africa,Lower middle income,"National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha.",Zambia,
Zimbabwe,ZWE,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114574.0,67332.0,43165.0,6619.0,37685.0,55378.0,,,,,,,,,52896.0,67086.0,68996.0,187189.0,171670.0,209582.0,208754.0,213202.0,198320.0,,,,Sub-Saharan Africa,Lower middle income,"National Accounts data are reported in Zimbabwean Dollar (ZWL). Before 2017, one ZWL is set to be equal to one USD.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2017-2023. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Zimbabwe,
