Indicator Name,Indicator Code,Year,Value
Forcibly displaced people,SM.POP.FDIP,2013,347970.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2013,7.629
Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,2013,263653.0
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,7.375
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2013,7.076
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,2013,13.583
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,2013,10.063
"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,2013,13.084
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2013,15.558
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,2013,13.881
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,2013,27.97
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,2013,65.634
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,2013,69.182
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,2013,56.362
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,2013,28.261
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2013,71.751
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,2013,55.05
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,2013,53.48
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,2013,78.6907716109916
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,2013,19.6851458922622
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,2013,0.0699977017203357
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,2013,95.6695135513515
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,2013,58.108
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,2013,52.379
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,2013,8.472025336318
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2013,1.35141409518216
"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,2013,46.943
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,2013,2.2575712577843
Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,2013,1.2
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,2013,1.3
Gini index,SI.POV.GINI,2013,40.6
Income share held by lowest 10%,SI.DST.FRST.10,2013,1.9
Income share held by fourth 20%,SI.DST.04TH.20,2013,22.8
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2013,4246.0385563
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,2013,12.28310108
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2013,7.91647005
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2013,0.0
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,2013,0.0
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,2013,1987179289000.0
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2013,1.31815003575389
"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,2013,222512729000.0
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,2013,-2.83432252119183
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2013,16.3878144030073
Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2013,2766375000000.0
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,2013,5.18281460987473
Changes in inventories (constant LCU),NE.GDI.STKB.KN,2013,108567591000.0
Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,2013,3417211518000.0
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,2013,3334682000000.0
Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,2013,2178380200000.0
Exports of goods and services (current US$),NE.EXP.GNFS.CD,2013,2287922000000.0
Gross national expenditure (current LCU),NE.DAB.TOTL.CN,2013,17359137000000.0
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,2013,14149708200000.0
Final consumption expenditure (current US$),NE.CON.TOTL.CD,2013,13918978000000.0
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2013,1.04150211442698
Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,2013,11568799472000.0
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2013,14.9919585599706
General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,2013,2530745000000.0
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2013,4.02370560438155
"Armed forces personnel, total",MS.MIL.TOTL.P1,2013,1433150.0
"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2013,70.9145
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2013,29.9996
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2013,97.28308055
Rail lines (total route-km),IS.RRS.TOTL.KM,2013,154321.5
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2013,37113.5589216014
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,2013,47.525
"Patent applications, nonresidents",IP.PAT.NRES,2013,283781.0
Government Effectiveness: Percentile Rank,GE.PER.RNK,2013,91.4691925048828
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,2013,2470779600000.0
Other expense (current LCU),GC.XPN.OTHR.CN,2013,389966000000.0
Goods and services expense (% of expense),GC.XPN.GSRV.ZS,2013,8.24344576328047
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,2013,91.7118177326162
Tax revenue (current LCU),GC.TAX.TOTL.CN,2013,1765757500000.0
Taxes on international trade (current LCU),GC.TAX.INTT.CN,2013,35468000000.0
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,2013,2.8443228914819
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,2013,18.7407120908556
Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,2013,9.70099113036819
Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2013,1.52159720077677
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2013,95.3225056118879
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,2.69591999053955
Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,2013,195.536620460885
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,1.46483265562717
Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,2013,88.4631681340767
Net foreign assets (current LCU),FM.AST.NFRG.CN,2013,-233083823019.998
Total reserves minus gold (current US$),FI.RES.XGLD.CD,2013,133533464073.2
Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,2013,15.7279770413265
"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,2013,33.6099710435358
Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2013,13.5
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,2013,2818.0
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2013,48.8661270372
Total fisheries production (metric tons),ER.FSH.PROD.MT,2013,5480408.0
Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2013,142507280.0
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,2013,8.1761
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,2013,35.5714
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,2013,133.9516
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2013,1646.9372
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2013,16.5317321906657
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,2013,-813.49226386418
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2013,434.8862
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,2013,0.0513726800857925
"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,2013,188000.0
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,2013,92.0187759399414
Voice and Accountability: Estimate,VA.EST,2013,1.10298919677734
High-technology exports (current US$),TX.VAL.TECH.CD,2013,169309014696.0
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,2013,1.6473247431743
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,2013,10.7971244747082
Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2013,4.50686179790219
ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,2013,8.88
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,2013,107.3
Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,2013,20.6898352615266
Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,2013,100.5942553286
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,2013,1.73226525128309
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,2013,0.503149107216383
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,2013,2329060000000.0
Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,2013,18.6636996332838
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2013,1.00998810438848
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,2013,2.51076147765962
"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,2013,2.99
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,2013,1.16446292058945
"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,2013,3.47
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,2013,0.838634524453218
"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,2013,3.65
"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,2013,4.79430836661557
"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,2013,41205000000.0
"International tourism, number of departures",ST.INT.DPRT,2013,118968000.0
Urban population,SP.URB.TOTL,2013,256953576.0
Rural population,SP.RUR.TOTL,2013,59106371.0
"Population, male",SP.POP.TOTL.MA.IN,2013,158104777.0
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2013,20.4832954786701
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2013,4.41459707957671
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2013,3.48525993783321
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2013,19229563.0
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2013,4.72387085412262
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2013,6.74146944607325
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2013,6.67993348177599
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,2013,6.18392404327359
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,2013,6.80248503157749
"Population ages 15-64, total",SP.POP.1564.TO,2013,211411206.0
"Population ages 15-64, female",SP.POP.1564.FE.IN,2013,104013963.0
"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,2013,6.32220697215446
"Population ages 0-14, total",SP.POP.0014.TO,2013,61344758.0
"Population ages 0-14, female",SP.POP.0014.FE.IN,2013,29866788.0
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,2013,80.665755
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,78.7414634146342
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,2013,5.4
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,2013,12.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2013,2.5
Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2013,283.0
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,2013,7.638
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2013,97.2083507158898
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,2013,0.27
People practicing open defecation (% of population),SH.STA.ODFC.ZS,2013,0.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2013,16.0
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2013,99.8042409964063
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2013,3902.0
"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2013,91.0
Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,2013,8400.0
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2013,32000.0
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2013,99.264889342605
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2013,4.0
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,2013,7.6
Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,2013,22.3139225868787
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,2013,0.6
Number of deaths ages 15-19 years,SH.DTH.1519,2013,9803.0
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2013,14.96
Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,2013,83.75
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,6.22925806045532
Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,2013,35.16779
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,2013,11.5699996948242
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,2013,2.21000003814697
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,2013,31.3899993896484
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,2013,88.8673
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,2013,96.3090591430664
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,2013,88.1500015258789
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,2013,95.3899993896484
Lower secondary school starting age (years),SE.SEC.AGES,2013,12.0
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,2013,3.14109992980957
"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2013,97.27516
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,2013,8.25259017944336
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,2013,71.16051
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,2013,92.74006
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,2013,99.4304
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,2013,98.870002746582
"School enrollment, preprimary (% gross)",SE.PRE.ENRR,2013,71.5239562988281
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,2013,1.27189004421234
"Compulsory education, duration (years)",SE.COM.DURS,2013,12.0
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,2013,82.4644546508789
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,2013,63.9676188828129
Other expense (% of expense),GC.XPN.OTHR.ZS,2013,10.0960832221761
Interest payments (current LCU),GC.XPN.INTP.CN,2013,294960000000.0
Compensation of employees (current LCU),GC.XPN.COMP.CN,2013,388435100000.0
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,10.4602254541478
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,2013,1.12079898671783
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,2013,0.562181156528768
Social contributions (current LCU),GC.REV.SOCL.CN,2013,1091780000000.0
Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,2013,-700606200000.0
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,2013,873035100000.0
Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,2013,361240100000.0
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2013,229.677161315331
Real interest rate (%),FR.INR.RINR,2013,1.52221338861923
Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2013,33.2951838726157
Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,2013,49.0804750758204
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,2013,3.33936657503664
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2013,448508920737.711
Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,2013,2.45239118205519
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2013,8916.03009729037
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,2013,27.5131601435
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2013,39.9257452256781
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2013,45.088686925585
Population density (people per sq. km of land area),EN.POP.DNST,2013,34.5518131888554
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.N2O.ZG.AR5,2013,1.94213509052905
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.N2O.MT.CE.AR5,2013,225.2649
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,2013,7.0324
Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2013,0.0033
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,2013,12.992339576
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2013,5051397.0
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2013,7.21303952586361
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,2013,25.9735
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,2013,1.9727
F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,2013,183.2822
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2013,0.266257138463963
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2013,5225.0184
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,2013,-709.132113631871
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,2013,284.8772
Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,2013,135.9523
Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,2013,0.5472
Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,2013,243.2777
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,2013,20.8405573376878
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2013,8.74620817680451
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,2013,111.167442990871
GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,2013,8.99543942988884
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2013,270946000000.0
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2013,26.9009335238418
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2013,39.7645256295846
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2013,5.12
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,2013,33247253460000.0
S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,2013,29.60125
Control of Corruption: Percentile Rank,CC.PER.RNK,2013,88.1516571044922
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2013,6613000000.0
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2013,1.70686814034716
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2013,3124684000000.0
"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,2013,17.4376160663649
"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,2013,5.04909537736164
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,2013,-6559000000.0
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,2013,104665000000.0
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,2013,195517000000.0
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,2013,55003000000.0
"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,2013,19.5641298163119
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,2013,465735000000.0
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2013,616043000000.0
Surface area (sq. km),AG.SRF.TOTL.K2,2013,9831510.0
Cereal production (metric tons),AG.PRD.CREL.MT,2013,434308450.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2013,715.0
Arable land (hectares per person),AG.LND.ARBL.HA.PC,2013,0.49216422857908
Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2013,135.673483330802
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,2013,14.382
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,2013,15.216
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,2013,9.207
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2013,4.322
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2013,15.546
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,2013,13.925
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,2013,21.48
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,2013,51.056
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,2013,69.728
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,2013,57.206
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,2013,74.971
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,2013,77.365
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,2013,51.449
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,2013,68.8296094545581
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,2013,28.9128205078147
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,2013,0.0579745441066046
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,2013,3.76777045039137
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2013,58.584
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,2013,53.158
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,2013,4.33048644864848
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,2013,42.291
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2013,41.869
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,2013,0.860025572205809
Prosperity gap (average shortfall from a prosperity standard of $25/day),SI.SPR.PGAP,2013,1.4
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,2013,2.0
Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,2013,0.8
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,2013,18.0
Income share held by third 20%,SI.DST.03RD.20,2013,15.5
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2013,50.47939682
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2013,4165.3899665359
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2013,49.52059937
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2013,8411.42846435849
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,2013,9.67
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,2013,0.78
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,2013,0.0
